FIRE_YEAR,DISCOVERY_DOY,STAT_CAUSE_DESCR,FIRE_SIZE,FIRE_SIZE_CLASS,STATE,LATITUDE,LONGITUDE,OWNER_DESCR,MONTH,MONTH_NAME,CAUSE_TYPE,SIZE_CLASS_LABEL
2009,107,Lightning,2.5,B,FL,30.03389,-83.23833,MISSING/NOT SPECIFIED,4,Apr,Natural,B: 0.25-9.9 acres
2013,50,Miscellaneous,7,B,FL,28.9593,-82.5582,PRIVATE,2,Feb,Human,B: 0.25-9.9 acres
2002,69,Debris Burning,0.5,B,NM,35.0431,-108.8806,BIA,3,Mar,Human,B: 0.25-9.9 acres
2015,91,Miscellaneous,0.1,A,NY,41.7401,-74.0218,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
2002,306,Miscellaneous,0.3,B,CA,40.19305555,-122.19,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
1998,238,Missing/Undefined,0.1,A,ID,47.180072,-116.276586,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
1997,123,Equipment Use,0.5,B,MN,46.633084,-94.331912,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
1998,89,Debris Burning,6,B,AL,34.8206,-85.6958,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2015,52,Children,1.24,B,GA,32.194825,-83.13967778,PRIVATE,2,Feb,Human,B: 0.25-9.9 acres
1992,165,Miscellaneous,0.25,A,MN,47.417394,-94.638697,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
1995,232,Smoking,0.1,A,WA,46.18333333,-121.83166667,USFS,8,Aug,Human,A: <0.25 acres
2012,72,Equipment Use,2,B,ND,46.83769,-102.356484,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2008,86,Miscellaneous,0.25,A,NJ,40.3703,-74.6032,MISSING/NOT SPECIFIED,3,Mar,Human,A: <0.25 acres
1998,174,Campfire,0.2,A,CO,38.3839,-107.1784,BLM,6,Jun,Human,A: <0.25 acres
2009,43,Debris Burning,6,B,SC,32.89338,-80.62263,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2001,296,Miscellaneous,100,D,KY,37.59,-83.8319,MISSING/NOT SPECIFIED,10,Oct,Human,D: 100-299 acres
2005,307,Equipment Use,23,C,TN,35.5516667,-89.055,PRIVATE,11,Nov,Human,C: 10-99.9 acres
2011,183,Lightning,1,B,TX,31.95923333,-95.80203333,STATE OR PRIVATE,7,Jul,Natural,B: 0.25-9.9 acres
2013,15,Powerline,0.1,A,NY,43.3228,-78.797,MISSING/NOT SPECIFIED,1,Jan,Human,A: <0.25 acres
2003,84,Missing/Undefined,0.5,B,PR,18.351723,-66.963295,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2008,136,Railroad,0.3,B,MN,46.73174964,-92.20402484,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
1996,121,Campfire,0.3,B,AZ,34.40666667,-110.99666667,USFS,4,Apr,Human,B: 0.25-9.9 acres
2007,200,Lightning,1.5,B,CO,40.5491,-107.6984,PRIVATE,7,Jul,Natural,B: 0.25-9.9 acres
2004,245,Lightning,0.72,B,GA,31.51714438,-82.45629007,MISSING/NOT SPECIFIED,9,Sep,Natural,B: 0.25-9.9 acres
2011,166,Debris Burning,1,B,TX,31.9808399,-96.833288,STATE OR PRIVATE,6,Jun,Human,B: 0.25-9.9 acres
1993,67,Debris Burning,0.1,A,GA,33.8302,-85.2485,PRIVATE,3,Mar,Human,A: <0.25 acres
2003,225,Lightning,0.1,A,AZ,35.5189,-109.2448,BIA,8,Aug,Natural,A: <0.25 acres
1999,98,Arson,623,E,NJ,40.995895,-75.12,NPS,4,Apr,Human,E: 300-999 acres
2006,297,Miscellaneous,0.2,A,FL,29.0175,-81.36972,MISSING/NOT SPECIFIED,10,Oct,Human,A: <0.25 acres
2013,263,Equipment Use,0.2,A,NC,35.36041667,-80.90375,PRIVATE,9,Sep,Human,A: <0.25 acres
2012,303,Miscellaneous,0.1,A,NC,36.37316667,-80.4675,PRIVATE,10,Oct,Human,A: <0.25 acres
2000,194,Miscellaneous,0.25,A,AZ,32.8331,-111.5151,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
1998,248,Miscellaneous,2,B,LA,32.3581,-92.5783,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2007,55,Arson,0.1,A,CA,33.919506,-117.103764,PRIVATE,2,Feb,Human,A: <0.25 acres
2003,24,Arson,18,C,AL,30.975561,-88.149527,MISSING/NOT SPECIFIED,1,Jan,Human,C: 10-99.9 acres
1995,270,Railroad,2,B,AL,31.37359,-85.20473,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2000,20,Miscellaneous,25,C,LA,30.9436,-92.7122,MISSING/NOT SPECIFIED,1,Jan,Human,C: 10-99.9 acres
1992,131,Arson,0.1,A,WI,45.9688,-89.894,BIA,5,May,Human,A: <0.25 acres
1999,216,Lightning,0.1,A,OR,44.8248,-121.3678,BIA,8,Aug,Natural,A: <0.25 acres
1996,320,Equipment Use,0.7,B,NC,35.6783,-82.0117,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
2009,193,Arson,27,C,AL,33.155137,-87.290909,MISSING/NOT SPECIFIED,7,Jul,Human,C: 10-99.9 acres
1997,134,Railroad,12,C,AL,33.2408,-85.6264,MISSING/NOT SPECIFIED,5,May,Human,C: 10-99.9 acres
2003,23,Miscellaneous,0.25,A,NJ,39.64584,-74.7,MISSING/NOT SPECIFIED,1,Jan,Human,A: <0.25 acres
2000,101,Arson,7,B,KY,37.59,-82.2694,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2012,232,Campfire,1,B,KY,36.8581,-89.12276,STATE,8,Aug,Human,B: 0.25-9.9 acres
1994,271,Lightning,0.1,A,OR,44.8832,-121.4012,BIA,9,Sep,Natural,A: <0.25 acres
2010,79,Debris Burning,0.3,B,NC,34.97033333,-78.45866666,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2007,232,Miscellaneous,0.1,A,CA,33.988386,-116.574656,PRIVATE,8,Aug,Human,A: <0.25 acres
2000,260,Lightning,9,B,ID,43.37054,-115.81308,BLM,9,Sep,Natural,B: 0.25-9.9 acres
2010,311,Miscellaneous,0.1,A,CT,41.6561747,-73.3101747,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
1995,228,Debris Burning,0.14,A,GA,31.9784,-83.3102,PRIVATE,8,Aug,Human,A: <0.25 acres
2009,170,Miscellaneous,0.01,A,TX,27.75158,-98.1677,STATE OR PRIVATE,6,Jun,Human,A: <0.25 acres
2007,97,Miscellaneous,0.1,A,ND,48.8525,-99.7375,BIA,4,Apr,Human,A: <0.25 acres
2002,250,Miscellaneous,0.1,A,NY,44.08026016,-76.02969023,MISSING/NOT SPECIFIED,9,Sep,Human,A: <0.25 acres
2012,69,Miscellaneous,0.25,A,NJ,40.5333333,-74.6663889,PRIVATE,3,Mar,Human,A: <0.25 acres
2006,194,Miscellaneous,1,B,TX,32.51172999,-94.60810001,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2003,344,Equipment Use,5,B,CA,33.438269,-117.319611,PRIVATE,12,Dec,Human,B: 0.25-9.9 acres
2000,206,Lightning,200,D,NE,42.71333333,-100.94833333,USFS,7,Jul,Natural,D: 100-299 acres
2012,31,Miscellaneous,1,B,AL,34.733212,-86.43906,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2012,220,Miscellaneous,0.1,A,NY,43.0983,-76.1916,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
2007,128,Campfire,0.1,A,NV,40.9238,-117.6646,BLM,5,May,Human,A: <0.25 acres
2002,169,Miscellaneous,0.1,A,AZ,34.86638889,-111.74833333,USFS,6,Jun,Human,A: <0.25 acres
1992,203,Lightning,2,B,NM,35.805,-106.945,USFS,7,Jul,Natural,B: 0.25-9.9 acres
2003,168,Equipment Use,1.5,B,MI,43.90745278,-84.50243886,MISSING/NOT SPECIFIED,6,Jun,Human,B: 0.25-9.9 acres
2014,362,Miscellaneous,0.1,A,FL,30.5638,-83.2434,PRIVATE,12,Dec,Human,A: <0.25 acres
2002,32,Miscellaneous,0.1,A,AZ,32.5673,-111.9218,BIA,2,Feb,Human,A: <0.25 acres
2003,104,Children,1.6,B,WI,45.9733,-91.3452,BIA,4,Apr,Human,B: 0.25-9.9 acres
1997,305,Railroad,0.1,A,FL,26.69,-80.81,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
2011,233,Lightning,0.1,A,NY,43.0275406,-78.83021403,MISSING/NOT SPECIFIED,8,Aug,Natural,A: <0.25 acres
2003,228,Lightning,0.3,B,NM,36.9625,-107.32388889,USFS,8,Aug,Natural,B: 0.25-9.9 acres
1995,269,Smoking,0.01,A,OR,45.54222,-118.46856,PRIVATE,9,Sep,Human,A: <0.25 acres
2005,129,Miscellaneous,0.1,A,NC,35.72842,-81.58654,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2003,230,Lightning,0.01,A,MT,46.98969999,-113.35389998,MISSING/NOT SPECIFIED,8,Aug,Natural,A: <0.25 acres
2013,250,Lightning,0.1,A,ID,48.50305556,-116.36833333,USFS,9,Sep,Natural,A: <0.25 acres
1992,101,Missing/Undefined,20,C,SC,33.59166667,-80.19166667,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
1998,103,Arson,20,C,AL,34.615,-87.3969,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
1993,327,Arson,0.06,A,GA,30.9157,-83.3179,MISSING/NOT SPECIFIED,11,Nov,Human,A: <0.25 acres
2000,59,Arson,246.8,D,NE,42.1167,-96.367,BIA,2,Feb,Human,D: 100-299 acres
2013,338,Debris Burning,3,B,MS,34.92715685,-89.20790401,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
1999,57,Debris Burning,1.6,B,GA,32.2183,-83.0847,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2015,123,Equipment Use,0.25,A,NJ,39.6198,-74.9391,PRIVATE,5,May,Human,A: <0.25 acres
2004,143,Miscellaneous,0.5,B,CA,37.25,-120.83333333,FWS,5,May,Human,B: 0.25-9.9 acres
1995,346,Debris Burning,1,B,AL,30.59672,-87.64059,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
2000,216,Lightning,0.1,A,CA,37.57972222,-118.81666667,USFS,8,Aug,Natural,A: <0.25 acres
2001,108,Children,0.1,A,MN,47.8769,-95.0575,BIA,4,Apr,Human,A: <0.25 acres
2015,217,Miscellaneous,0.25,A,WA,46.8628,-122.7367,PRIVATE,8,Aug,Human,A: <0.25 acres
1999,25,Arson,4,B,LA,30.8706,-93.1239,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
1993,260,Debris Burning,1.73,B,GA,32.1494,-82.0342,PRIVATE,9,Sep,Human,B: 0.25-9.9 acres
2005,315,Lightning,1,B,LA,30.70739874,-90.78552178,MISSING/NOT SPECIFIED,11,Nov,Natural,B: 0.25-9.9 acres
2004,272,Debris Burning,0.7,B,CA,36.74249,-118.98073,NPS,9,Sep,Human,B: 0.25-9.9 acres
1994,110,Children,1,B,MN,48,-94.9169,BIA,4,Apr,Human,B: 0.25-9.9 acres
2005,72,Equipment Use,0.46,B,GA,33.73281104,-84.83285972,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2014,240,Arson,0.25,A,CA,33.913861,-117.138994,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
2001,113,Debris Burning,0.2,A,NC,35.1833,-80.5833,MISSING/NOT SPECIFIED,4,Apr,Human,A: <0.25 acres
2012,324,Miscellaneous,0.1,A,NC,35.2871,-81.38083333,PRIVATE,11,Nov,Human,A: <0.25 acres
2010,233,Miscellaneous,0.1,A,NY,42.16877098,-77.09928295,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
2014,85,Arson,5,B,WA,47.930931,-117.829931,BIA,3,Mar,Human,B: 0.25-9.9 acres
1995,20,Debris Burning,0.03,A,GA,30.7961,-84.8514,PRIVATE,1,Jan,Human,A: <0.25 acres
2004,83,Debris Burning,30,C,MS,32.1325,-90.4433,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
1994,45,Missing/Undefined,3,B,NM,32.89694595,-105.87527465,PRIVATE,2,Feb,Human,B: 0.25-9.9 acres
2001,232,Lightning,4,B,WY,44.97864,-110.78692,NPS,8,Aug,Natural,B: 0.25-9.9 acres
1993,77,Arson,1,B,NM,35.0334,-107.4173,BIA,3,Mar,Human,B: 0.25-9.9 acres
2000,37,Equipment Use,2,B,AL,31.3556,-88.0317,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2008,78,Equipment Use,36,C,ND,48.665454,-101.705218,OTHER FEDERAL,3,Mar,Human,C: 10-99.9 acres
1995,207,Arson,1,B,NV,36.00666667,-115.5,USFS,7,Jul,Human,B: 0.25-9.9 acres
2014,337,Debris Burning,0.1,A,UT,37.625538,-109.496427,PRIVATE,12,Dec,Human,A: <0.25 acres
1995,364,Equipment Use,0.2,A,NC,36.4217,-76.6617,MISSING/NOT SPECIFIED,12,Dec,Human,A: <0.25 acres
2003,207,Campfire,0.1,A,CA,40.33527778,-123.30055556,USFS,7,Jul,Human,A: <0.25 acres
2012,323,Structure,0.3,B,WI,45.91405,-92.64332,PRIVATE,11,Nov,Human,B: 0.25-9.9 acres
1992,53,Debris Burning,2,B,NC,35.465,-80.235,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2012,118,Debris Burning,3,B,TX,32.05221,-95.755978,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1996,236,Lightning,0.11,A,GA,33.3667,-82.8494,PRIVATE,8,Aug,Natural,A: <0.25 acres
2009,272,Miscellaneous,1.06,B,GA,33.19870427,-82.64961941,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
1998,268,Equipment Use,3,B,TN,36.3417,-85.0033,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
1994,132,Arson,4,B,MN,47.31727,-95.815608,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2008,72,Miscellaneous,50,C,OK,35.4053,-96.9214,PRIVATE,3,Mar,Human,C: 10-99.9 acres
2000,41,Arson,0.5,B,AL,33.7831,-87.2767,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2002,256,Arson,5,B,WV,39.02149566,-80.99420093,PRIVATE,9,Sep,Human,B: 0.25-9.9 acres
1999,365,Miscellaneous,3,B,MS,30.4728935,-89.0972123,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
2009,70,Missing/Undefined,0.5,B,FL,27.57084,-80.42528,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1999,67,Debris Burning,0.7,B,GA,34.6186,-84.5106,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1995,251,Missing/Undefined,0.1,A,ME,46.53333333,-68.41666667,PRIVATE,9,Sep,Human,A: <0.25 acres
1996,64,Campfire,20,C,AL,33.76658,-87.10172,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2015,161,Missing/Undefined,0.1,A,AZ,32.2206,-110.8082,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
2009,55,Debris Burning,3,B,TX,29.19178,-99.81389,STATE OR PRIVATE,2,Feb,Human,B: 0.25-9.9 acres
1998,322,Arson,4,B,TN,36.305,-84.6083,MISSING/NOT SPECIFIED,11,Nov,Human,B: 0.25-9.9 acres
2008,276,Debris Burning,0.4,B,GA,32.170867,-81.24473906,MISSING/NOT SPECIFIED,10,Oct,Human,B: 0.25-9.9 acres
2003,111,Miscellaneous,1.7,B,NY,42.16836338,-74.01854082,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1998,73,Debris Burning,2.2,B,NC,36.045,-79.4517,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2014,212,Lightning,0.1,A,ID,45.19,-116.2,USFS,7,Jul,Natural,A: <0.25 acres
2011,247,Equipment Use,0.1,A,OR,44.34583,-122.74111,MISSING/NOT SPECIFIED,9,Sep,Human,A: <0.25 acres
2007,208,Miscellaneous,3,B,AL,32.888319,-86.658685,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
2003,296,Debris Burning,22,C,MN,47.8536,-94.8958,BIA,10,Oct,Human,C: 10-99.9 acres
1996,255,Arson,5,B,MS,31.42821066,-90.19565227,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2014,16,Equipment Use,1,B,TX,33.595041,-99.312535,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2012,213,Campfire,0.1,A,OR,43.87583333,-123.85555556,USFS,7,Jul,Human,A: <0.25 acres
2003,336,Debris Burning,2.5,B,SC,34.47528001,-79.97304998,MISSING/NOT SPECIFIED,12,Dec,Human,B: 0.25-9.9 acres
2015,52,Arson,1,B,FL,25.9388,-80.4107,PRIVATE,2,Feb,Human,B: 0.25-9.9 acres
2009,56,Equipment Use,0.46,B,GA,31.12819711,-83.45599496,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2007,70,Arson,2,B,TN,35.619333,-88.50233,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
1997,114,Arson,30,C,MN,46.80401353,-93.48251746,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
2006,16,Miscellaneous,2400,F,TX,35.97778,-100.80889998,MISSING/NOT SPECIFIED,1,Jan,Human,F: 1000-4999 acres
2009,222,Lightning,0.1,A,OR,42.77305556,-122.21611111,USFS,8,Aug,Natural,A: <0.25 acres
1997,171,Railroad,0.1,A,FL,27.03,-82.15,MISSING/NOT SPECIFIED,6,Jun,Human,A: <0.25 acres
1995,210,Lightning,0.1,A,ID,44.82666667,-116.42166667,STATE OR PRIVATE,7,Jul,Natural,A: <0.25 acres
2009,172,Miscellaneous,1,B,TX,32.80982998,-95.52073245,STATE OR PRIVATE,6,Jun,Human,B: 0.25-9.9 acres
2008,244,Miscellaneous,150,D,NE,40.8168,-101.6812,MISSING/NOT SPECIFIED,9,Sep,Human,D: 100-299 acres
2014,216,Lightning,0.7,B,ID,47.005,-115.81694444,USFS,8,Aug,Natural,B: 0.25-9.9 acres
1993,169,Debris Burning,0.24,A,GA,31.1044,-83.7759,PRIVATE,6,Jun,Human,A: <0.25 acres
2007,96,Equipment Use,6.3,B,GA,31.71952793,-83.92738587,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
2011,132,Miscellaneous,0.1,A,NY,40.7991899,-73.21599909,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2007,55,Debris Burning,3,B,TN,35.115233,-87.43602,PRIVATE,2,Feb,Human,B: 0.25-9.9 acres
2014,102,Miscellaneous,0.1,A,CA,33.60615,-114.96087,BLM,4,Apr,Human,A: <0.25 acres
2011,175,Debris Burning,2,B,TX,33.664497,-95.262666,STATE OR PRIVATE,6,Jun,Human,B: 0.25-9.9 acres
1999,277,Arson,0.1,A,LA,30.6333,-92.7986,MISSING/NOT SPECIFIED,10,Oct,Human,A: <0.25 acres
1992,95,Campfire,15,C,MN,48.61018629,-96.46522864,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
2010,295,Miscellaneous,0.1,A,NC,35.36785,-82.46718333,STATE,10,Oct,Human,A: <0.25 acres
2002,218,Children,0.1,A,NC,35.8667,-81.6167,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
2013,132,Smoking,1,B,TX,31.991492,-95.051479,PRIVATE,5,May,Human,B: 0.25-9.9 acres
1996,63,Missing/Undefined,25,C,OK,35.37030001,-94.68260205,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2015,144,Equipment Use,0.25,A,NJ,40.4631,-74.6214,PRIVATE,5,May,Human,A: <0.25 acres
2012,30,Debris Burning,8,B,AR,34.54371,-93.182,PRIVATE,1,Jan,Human,B: 0.25-9.9 acres
2004,18,Debris Burning,3,B,FL,26.20499999,-81.72165999,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
2011,49,Debris Burning,0.03,A,GA,31.82767026,-82.63571813,PRIVATE,2,Feb,Human,A: <0.25 acres
1996,64,Debris Burning,5,B,NC,35.34166667,-83.76833333,STATE OR PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
2010,315,Arson,7,B,TN,36.328917,-89.376917,PRIVATE,11,Nov,Human,B: 0.25-9.9 acres
2012,253,Lightning,15,C,TX,30.43348333,-94.71686667,MISSING/NOT SPECIFIED,9,Sep,Natural,C: 10-99.9 acres
1999,253,Lightning,2,B,CA,38.18611111,-120.21694444,MISSING/NOT SPECIFIED,9,Sep,Natural,B: 0.25-9.9 acres
2009,142,Miscellaneous,3.45,B,NY,42.22032234,-74.47637311,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
2010,102,Arson,4,B,PA,41.18904222,-75.9478125,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1992,36,Equipment Use,0.4,B,GA,32.5264,-81.5057,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
1994,173,Lightning,0.1,A,AZ,33.72666667,-109.44,USFS,6,Jun,Natural,A: <0.25 acres
2004,200,Lightning,0.3,B,NV,37.6633,-114.6419,BLM,7,Jul,Natural,B: 0.25-9.9 acres
2000,160,Children,0.1,A,AZ,33.8134,-109.9207,BIA,6,Jun,Human,A: <0.25 acres
2014,114,Debris Burning,20,C,WV,38.78416667,-78.86805556,MISSING/NOT SPECIFIED,4,Apr,Human,C: 10-99.9 acres
1998,96,Miscellaneous,5,B,OK,35.3981,-94.7703,MISSING/NOT SPECIFIED,4,Apr,Human,B: 0.25-9.9 acres
1994,187,Lightning,1,B,AZ,35.38833333,-112.345,USFS,7,Jul,Natural,B: 0.25-9.9 acres
2010,265,Debris Burning,2.1,B,GA,32.14888988,-83.4910573,PRIVATE,9,Sep,Human,B: 0.25-9.9 acres
2014,20,Arson,1,B,FL,25.6348,-80.5059,PRIVATE,1,Jan,Human,B: 0.25-9.9 acres
1992,236,Arson,11,C,CA,38.52611111,-122.71305555000001,MISSING/NOT SPECIFIED,8,Aug,Human,C: 10-99.9 acres
2002,177,Lightning,0.1,A,OR,42.99138889,-120.89416667,USFS,6,Jun,Natural,A: <0.25 acres
2009,249,Debris Burning,0.01,A,WA,47.70986,-120.59062,PRIVATE,9,Sep,Human,A: <0.25 acres
1997,264,Arson,2,B,MS,31.78273602,-88.64868378,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2015,113,Arson,1.3,B,NY,43.1868,-73.3023,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2011,230,Smoking,0.1,A,CA,39.06277778,-120.12388889,STATE OR PRIVATE,8,Aug,Human,A: <0.25 acres
2002,339,Miscellaneous,0.1,A,CA,38.35194444,-122.32611111,MISSING/NOT SPECIFIED,12,Dec,Human,A: <0.25 acres
2002,187,Lightning,0.3,B,NM,36.8094,-107.7167,BLM,7,Jul,Natural,B: 0.25-9.9 acres
2008,82,Debris Burning,10,C,TX,31.79198,-97.93667,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
1994,48,Debris Burning,3,B,NC,34.8417,-77.7783,MISSING/NOT SPECIFIED,2,Feb,Human,B: 0.25-9.9 acres
2015,203,Missing/Undefined,0.1,A,NM,32.205503,-104.261597,STATE,7,Jul,Human,A: <0.25 acres
1996,192,Lightning,0.1,A,AZ,35.8183,-112.9863,BIA,7,Jul,Natural,A: <0.25 acres
1994,323,Equipment Use,0.3,B,GA,33.744,-83.5204,PRIVATE,11,Nov,Human,B: 0.25-9.9 acres
2015,100,Lightning,2,B,NC,34.738116,-78.8018,PRIVATE,4,Apr,Natural,B: 0.25-9.9 acres
1994,210,Missing/Undefined,0.1,A,ID,46.804558,-115.935374,MISSING/NOT SPECIFIED,7,Jul,Human,A: <0.25 acres
2009,142,Miscellaneous,3.45,B,NY,42.75210057,-73.76693871,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
1999,229,Lightning,0.1,A,AZ,34.19166667,-109.945,USFS,8,Aug,Natural,A: <0.25 acres
2010,67,Arson,12,C,AL,33.957807,-85.890616,MISSING/NOT SPECIFIED,3,Mar,Human,C: 10-99.9 acres
2005,95,Equipment Use,3,B,TN,36.0783333,-88.025,PRIVATE,4,Apr,Human,B: 0.25-9.9 acres
2007,65,Missing/Undefined,8,B,OK,35.8185,-94.8825,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
1997,65,Miscellaneous,3,B,SC,33.5083,-79.525,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2009,209,Arson,0.3,B,CA,36.02344,-118.81092,BIA,7,Jul,Human,B: 0.25-9.9 acres
1997,63,Debris Burning,4,B,MS,32.09198404,-89.03305061,MISSING/NOT SPECIFIED,3,Mar,Human,B: 0.25-9.9 acres
2003,295,Missing/Undefined,0.5,B,HI,21.4749813,-158.0050354,MISSING/NOT SPECIFIED,10,Oct,Human,B: 0.25-9.9 acres
1996,154,Miscellaneous,6.7,B,NM,35.137,-108.727,BIA,6,Jun,Human,B: 0.25-9.9 acres
1996,123,Arson,0.1,A,MN,45.851464,-93.132793,MISSING/NOT SPECIFIED,5,May,Human,A: <0.25 acres
2014,69,Debris Burning,5,B,TN,36.097,-86.159183,PRIVATE,3,Mar,Human,B: 0.25-9.9 acres
1996,213,Missing/Undefined,5.75,B,WY,44.4194603,-104.68990316,MISSING/NOT SPECIFIED,7,Jul,Human,B: 0.25-9.9 acres
1999,241,Missing/Undefined,0.8,B,ME,45.71666667,-68.71666667,PRIVATE,8,Aug,Human,B: 0.25-9.9 acres
2006,234,Miscellaneous,0.1,A,NY,40.92842656,-73.04230637,MISSING/NOT SPECIFIED,8,Aug,Human,A: <0.25 acres
1994,220,Lightning,900,E,WA,46.541667,-119.291667,STATE,8,Aug,Natural,E: 300-999 acres
1995,184,Lightning,7,B,AZ,34.43166667,-111.28,USFS,7,Jul,Natural,B: 0.25-9.9 acres
1998,219,Lightning,0.1,A,ID,46.375,-115.11,USFS,8,Aug,Natural,A: <0.25 acres
1994,271,Lightning,0.1,A,OR,42.25152,-122.10725,BLM,9,Sep,Natural,A: <0.25 acres
1998,220,Lightning,0.2,A,ID,45.18666667,-114.505,USFS,8,Aug,Natural,A: <0.25 acres
2006,248,Debris Burning,1,B,LA,32.63084139,-93.3122602,MISSING/NOT SPECIFIED,9,Sep,Human,B: 0.25-9.9 acres
2011,189,Miscellaneous,20,C,TX,33.40018778,-94.485,STATE OR PRIVATE,7,Jul,Human,C: 10-99.9 acres
1999,14,Campfire,5,B,CA,37.55611111,-122.43111111,MISSING/NOT SPECIFIED,1,Jan,Human,B: 0.25-9.9 acres
1998,146,Railroad,9.6,B,GA,32.5958,-84.4617,MISSING/NOT SPECIFIED,5,May,Human,B: 0.25-9.9 acres
1993,195,Campfire,0.1,A,AK,58.4,-134.55,USFS,7,Jul,Human,A: <0.25 acres
